Site	Habitat	Type	Altitude	sampling_time	weather_value	Landsat_value	longitude	latitude	Elevation_m	20150401b1m	20150401b1sd	20150401b2m	20150401b2sd	20150401b3m	20150401b3sd	20150401b4m	20150401b4sd	20150401b5m	20150401b5sd	20150401b6m	20150401b6sd	20150401b7m	20150401b7sd	20150212b1m	20150212b1sd	20150212b2m	20150212b2sd	20150212b3m	20150212b3sd	20150212b4m	20150212b4sd	20150212b5m	20150212b5sd	20150212b6m	20150212b6sd	20150212b7m	20150212b7sd	20140601b1m	20140601b1sd	20140601b2m	20140601b2sd	20140601b3m	20140601b3sd	20140601b4m	20140601b4sd	20140601b5m	20140601b5sd	20140601b6m	20140601b6sd	20140601b7m	20140601b7sd	20131207b1m	20131207b1sd	20131207b2m	20131207b2sd	20131207b3m	20131207b3sd	20131207b4m	20131207b4sd	20131207b5m	20131207b5sd	20131207b6m	20131207b6sd	20131207b7m	20131207b7sd	20130817b1m	20130817b1sd	20130817b2m	20130817b2sd	20130817b3m	20130817b3sd	20130817b4m	20130817b4sd	20130817b5m	20130817b5sd	20130817b6m	20130817b6sd	20130817b7m	20130817b7sd	Simpson_evenness_index	Cluster1003060	Cluster1003587	Cluster1005727	Cluster1008496	Cluster100854	Cluster10088	Cluster1014195	Cluster1021117	Cluster1023008	Cluster1027064	Cluster1027613	Cluster1031263	Cluster1034115	Cluster1035165	Cluster1035399	Cluster1036508	Cluster1036793	Cluster1043055	Cluster1043256	Cluster1044930	Cluster1046555	Cluster104659	Cluster1048454	Cluster1049504	Cluster1051566	Cluster1052098	Cluster1053011	Cluster105406	Cluster1058962	Cluster1061819	Cluster1070534	Cluster1078541	Cluster1082093	Cluster1087215	Cluster1094366	Cluster1094626	Cluster1102602	Cluster1111802	Cluster1111808	Cluster1112567	Cluster1115775	Cluster1116607	Cluster1117056	Cluster1118816	Cluster1120269	Cluster1122591	Cluster1123272	Cluster1142276	Cluster1142338	Cluster1143779	Cluster114519	Cluster1146018	Cluster1146858	Cluster1147021	Cluster1147433	Cluster1149906	Cluster1151646	Cluster1152240	Cluster1154095	Cluster1156	Cluster1160549	Cluster1160615	Cluster116476	Cluster1168817	Cluster1183739	Cluster1183836	Cluster1185877	Cluster1186330	Cluster1187172	Cluster1189880	Cluster1190248	Cluster1191583	Cluster119182	Cluster1197464	Cluster120067	Cluster1205684	Cluster1206358	Cluster120982	Cluster1212246	Cluster1218901	Cluster1219908	Cluster1226805	Cluster1228370	Cluster1230530	Cluster1234815	Cluster1236621	Cluster1240745	Cluster1244964	Cluster1248054	Cluster1248675	Cluster1251081	Cluster1252116	Cluster125385	Cluster1259595	Cluster1262671	Cluster1262791	Cluster1263180	Cluster1263929	Cluster1264742	Cluster1265861	Cluster1270869	Cluster1271122	Cluster1271357	Cluster130962	Cluster1322	Cluster135872	Cluster136141	Cluster139804	Cluster140027	Cluster141583	Cluster144694	Cluster147938	Cluster148932	Cluster14910	Cluster150586	Cluster153235	Cluster154420	Cluster159898	Cluster160348	Cluster161999	Cluster162246	Cluster162949	Cluster16393	Cluster168999	Cluster169255	Cluster170040	Cluster170607	Cluster173349	Cluster18504	Cluster185105	Cluster188440	Cluster190091	Cluster190691	Cluster193554	Cluster193702	Cluster193759	Cluster195495	Cluster199147	Cluster201249	Cluster207055	Cluster207337	Cluster209030	Cluster209766	Cluster21179	Cluster214234	Cluster216019	Cluster22396	Cluster2299	Cluster230928	Cluster231396	Cluster236078	Cluster236674	Cluster238319	Cluster238466	Cluster238661	Cluster241830	Cluster241981	Cluster243322	Cluster246310	Cluster248444	Cluster248703	Cluster248717	Cluster251116	Cluster251185	Cluster253994	Cluster254331	Cluster254474	Cluster255441	Cluster256405	Cluster258891	Cluster260416	Cluster261438	Cluster261786	Cluster263522	Cluster264378	Cluster264960	Cluster268911	Cluster269137	Cluster27114	Cluster271497	Cluster273441	Cluster273565	Cluster27587	Cluster278879	Cluster279779	Cluster28078	Cluster283192	Cluster283921	Cluster285830	Cluster292040	Cluster292170	Cluster293462	Cluster297322	Cluster297807	Cluster300625	Cluster304037	Cluster307655	Cluster310116	Cluster31032	Cluster31064	Cluster311923	Cluster312482	Cluster31249	Cluster313551	Cluster313794	Cluster315196	Cluster316161	Cluster317158	Cluster317705	Cluster3190	Cluster319598	Cluster320422	Cluster320933	Cluster321338	Cluster323177	Cluster324551	Cluster327486	Cluster328858	Cluster331302	Cluster331968	Cluster333413	Cluster334816	Cluster334862	Cluster336931	Cluster337634	Cluster337993	Cluster346275	Cluster346941	Cluster34774	Cluster348215	Cluster349803	Cluster349816	Cluster351266	Cluster352812	Cluster354297	Cluster356106	Cluster356886	Cluster360587	Cluster363044	Cluster366435	Cluster368371	Cluster374617	Cluster375548	Cluster375655	Cluster378570	Cluster381399	Cluster382546	Cluster38325	Cluster392350	Cluster403990	Cluster405715	Cluster405735	Cluster409890	Cluster411007	Cluster413866	Cluster415758	Cluster418132	Cluster418592	Cluster421090	Cluster422387	Cluster425852	Cluster426879	Cluster428661	Cluster429497	Cluster433998	Cluster434789	Cluster435585	Cluster436377	Cluster437190	Cluster438618	Cluster442017	Cluster442199	Cluster446078	Cluster449561	Cluster451245	Cluster452702	Cluster453676	Cluster454109	Cluster457227	Cluster45771	Cluster458565	Cluster465625	Cluster466340	Cluster466755	Cluster466805	Cluster467158	Cluster4679	Cluster469416	Cluster472574	Cluster474866	Cluster477205	Cluster47848	Cluster482720	Cluster482725	Cluster483478	Cluster487185	Cluster487820	Cluster489533	Cluster4912	Cluster492428	Cluster497237	Cluster499788	Cluster503203	Cluster506593	Cluster507669	Cluster509685	Cluster509775	Cluster510789	Cluster511143	Cluster511497	Cluster512825	Cluster515093	Cluster515604	Cluster517616	Cluster519998	Cluster528954	Cluster532117	Cluster534081	Cluster53598	Cluster538054	Cluster540555	Cluster549169	Cluster549198	Cluster549885	Cluster549932	Cluster550517	Cluster551260	Cluster552615	Cluster554866	Cluster554908	Cluster554946	Cluster555842	Cluster556802	Cluster560910	Cluster562057	Cluster563424	Cluster566369	Cluster566789	Cluster566878	Cluster56812	Cluster568976	Cluster571733	Cluster571783	Cluster571895	Cluster571940	Cluster574237	Cluster575459	Cluster577635	Cluster582971	Cluster584236	Cluster588978	Cluster589774	Cluster593252	Cluster599965	Cluster601361	Cluster603666	Cluster604765	Cluster605186	Cluster608280	Cluster616735	Cluster624167	Cluster62619	Cluster62672	Cluster628263	Cluster629282	Cluster633345	Cluster63348	Cluster635168	Cluster635383	Cluster635994	Cluster636161	Cluster636211	Cluster636975	Cluster637214	Cluster638055	Cluster638387	Cluster638434	Cluster641699	Cluster641821	Cluster64231	Cluster648953	Cluster652901	Cluster657584	Cluster657934	Cluster660889	Cluster662085	Cluster666208	Cluster666290	Cluster667421	Cluster672614	Cluster672922	Cluster675258	Cluster675458	Cluster677759	Cluster680471	Cluster680855	Cluster681238	Cluster684154	Cluster685794	Cluster689312	Cluster691418	Cluster691869	Cluster693469	Cluster694201	Cluster695429	Cluster695513	Cluster697682	Cluster69978	Cluster705838	Cluster712475	Cluster71294	Cluster714500	Cluster722821	Cluster7237	Cluster723910	Cluster724647	Cluster726828	Cluster726965	Cluster727635	Cluster729683	Cluster731000	Cluster735119	Cluster736211	Cluster738928	Cluster742248	Cluster742617	Cluster742933	Cluster746906	Cluster749120	Cluster749478	Cluster750082	Cluster752397	Cluster752894	Cluster759071	Cluster761967	Cluster762239	Cluster771823	Cluster772405	Cluster772602	Cluster774173	Cluster777026	Cluster779302	Cluster781271	Cluster781374	Cluster785061	Cluster785398	Cluster791843	Cluster794054	Cluster795289	Cluster796384	Cluster796690	Cluster800586	Cluster802315	Cluster807777	Cluster815919	Cluster816928	Cluster824686	Cluster825580	Cluster826739	Cluster827049	Cluster827888	Cluster829257	Cluster829582	Cluster831241	Cluster832583	Cluster835156	Cluster852624	Cluster852926	Cluster860327	Cluster860679	Cluster865514	Cluster866003	Cluster866010	Cluster866046	Cluster866260	Cluster866530	Cluster868323	Cluster870147	Cluster871445	Cluster872255	Cluster877719	Cluster8795	Cluster8809	Cluster881319	Cluster881515	Cluster881883	Cluster885812	Cluster888658	Cluster892866	Cluster893773	Cluster893883	Cluster894190	Cluster896261	Cluster89670	Cluster896917	Cluster89960	Cluster89973	Cluster899998	Cluster900429	Cluster900613	Cluster90253	Cluster909388	Cluster91278	Cluster91284	Cluster914193	Cluster914355	Cluster927147	Cluster932857	Cluster932946	Cluster933654	Cluster933936	Cluster941879	Cluster94273	Cluster946116	Cluster95070	Cluster953387	Cluster954211	Cluster955298	Cluster956580	Cluster956910	Cluster957273	Cluster957758	Cluster96058	Cluster96099	Cluster964340	Cluster969729	Cluster970338	Cluster970757	Cluster970873	Cluster975075	Cluster975205	Cluster976166	Cluster982015	Cluster982016	Cluster987637	Cluster989447	Cluster991103	Cluster991831	Cluster993654	Cluster995806	Cluster99619	Cluster999788	Cluster99986
BB01	BB	1	600	15/05/2014	cloudy	4	103.227012	29.711129	583	669	8	529	7	565	8	405	11	1566	110	1166	74	604	35	777	13	646	9	649	12	550	13	1154	56	992	76	610	53	661	9	501	6	525	9	338	9	2109	122	1381	166	573	89	1492	15	1297	15	905	11	597	12	756	44	131	14	23	3	280	11	181	12	287	17	116	13	2693	137	1709	101	657	45	0.17260274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB02	BB	1	600	16/05/2014	cloudy	4	103.239949	29.691536	634	602	11	466	9	483	12	349	14	1197	60	1018	61	575	38	702	18	583	16	585	14	482	20	1020	51	874	61	544	38	735	9	569	8	593	11	391	18	2462	309	1575	100	713	28	1460	13	1258	13	866	12	556	15	690	27	119	7	21	2	231	27	132	27	247	34	76	51	2660	250	1748	116	715	47	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB03	BB	1	600	18/05/2014	cloudy	4	103.232328	29.694013	613	651	16	508	15	532	15	386	19	1268	67	1069	72	626	51	714	16	589	15	606	14	496	17	1125	72	989	104	629	65	730	17	569	13	596	13	393	19	2607	133	1640	92	732	41	1469	18	1270	19	885	17	574	15	743	32	130	10	23	2	250	40	146	41	273	42	94	49	2885	143	1724	107	687	57	0.142857143	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB04	BB	1	900	23/06/2014	cloudy	4	103.017614	29.752227	880	288	13	196	14	277	23	172	21	1148	103	1080	130	630	89	331	21	248	20	316	32	229	28	1129	167	999	177	593	114	490	7	355	8	424	12	247	11	2422	147	1462	116	642	63	1252	13	1046	14	710	8	417	7	811	73	134	19	23	3	146	19	55	20	188	26	26	25	2907	186	1667	157	673	78	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	98	0	0	0	1	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5440	8947	0	0	134	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	88	0	34	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
BB05	BB	1	800	23/06/2014	cloudy	4	103.015054	29.752079	822	322	54	235	54	331	57	232	62	1233	94	1190	114	734	75	351	35	266	29	354	36	266	38	1225	171	1134	183	687	122	505	18	371	18	446	20	274	28	2389	101	1558	88	731	87	1261	42	1059	40	729	32	435	30	830	74	145	19	25	4	164	44	75	40	248	67	58	53	3023	237	1748	133	706	61	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	59	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3623	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	149	0	0	0	0	133	0	0	0	1	0	0	396	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB06	BB	1	850	23/06/2014	cloudy	4	103.016102	29.753464	846	285	12	192	10	286	13	174	11	1284	69	1209	74	694	38	326	13	242	13	328	17	237	14	1306	118	1126	118	654	66	499	7	366	6	431	6	251	7	2440	82	1447	69	624	35	1264	17	1060	17	723	11	427	10	804	42	131	10	22	2	144	13	54	11	184	13	16	12	3035	156	1690	119	663	51	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	69	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	0	123	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	89	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB07	BB	1	800	23/06/2014	cloudy	4	103.013979	29.754747	813	312	8	218	9	319	9	204	10	1341	59	1301	56	760	33	346	13	265	12	351	14	257	11	1320	66	1213	66	736	39	514	6	381	6	453	6	259	6	2753	72	1631	41	704	19	1283	10	1081	9	746	8	445	7	817	26	140	6	24	1	151	14	65	13	213	18	32	13	3238	140	1868	73	749	33	0.142857143	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	11237	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	415	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
