Site	Habitat	Type	Altitude	Weather	Cluster477205	Cluster1027064	Cluster1120269	Cluster257481	Cluster1264742	Cluster246310	Cluster750082	Cluster549932	Cluster418592	Cluster195337	Cluster1061819	Cluster718810	Cluster405715	Cluster452702	Cluster1159042	Cluster1094366	Cluster474866	Cluster256405	Cluster1259595	Cluster45771	Cluster583389	Cluster8795	Cluster139804	Cluster453686	Cluster560910	Cluster472574	Cluster432928	Cluster827049	Cluster3190	Cluster375548	Cluster1248054	Cluster881883	Cluster114519	Cluster835156	Cluster730456	Cluster236674	Cluster382546	Cluster56812	Cluster292040	Cluster881319	Cluster199147	Cluster230928	Cluster406913	Cluster320933	Cluster1003060	Cluster1137152	Cluster283192	Cluster781374	Cluster1206800	Cluster956580	Cluster807777	Cluster435411	Cluster453369	Cluster438618	Cluster1156	Cluster528954	Cluster1219195	Cluster375655	Cluster158954	Cluster320422	Cluster671295	Cluster501299	Cluster1190248	Cluster1206358	Cluster647198	Cluster601361	Cluster982526	Cluster89897	Cluster777026	Cluster667421	Cluster735119	Cluster1149906	Cluster629282	Cluster99986	Cluster680471	Cluster283921	Cluster1139687	Cluster253994	Cluster313794	Cluster317881	Cluster685794	Cluster511497	Cluster946244	Cluster605186	Cluster104659	Cluster1140307	Cluster278879	Cluster1219908	Cluster757320	Cluster1036508	Cluster509685	Cluster424447	Cluster365176	Cluster989447	Cluster1003587	Cluster1151646	Cluster311923	Cluster1111808	Cluster327486	Cluster976166	Cluster991831	Cluster749120	Cluster328858	Cluster1014195	Cluster571940	Cluster866687	Cluster186212	Cluster168999	Cluster560082	Cluster1115990	Cluster894433	Cluster866046	Cluster148932	Cluster549169	Cluster297322	Cluster969729	Cluster62672	Cluster510789	Cluster1046555	Cluster426879	Cluster159719	Cluster584236	Cluster540555	Cluster575459	Cluster975075	Cluster750126	Cluster1034115	Cluster100854	Cluster829582	Cluster91284	Cluster470238	Cluster336931	Cluster1217673	Cluster1187172	Cluster245882	Cluster714500	Cluster738928	Cluster261786	Cluster695429	Cluster466755	Cluster1035165	Cluster466805	Cluster684154	Cluster603666	Cluster549885	Cluster392350	Cluster660889	Cluster731000	Cluster315196	Cluster307655	Cluster418132	Cluster657584	Cluster701153	Cluster815919	Cluster321338	Cluster1143779	Cluster641699	Cluster816410	Cluster457227	Cluster590139	Cluster1226805	Cluster243322	Cluster717856	Cluster1111802	Cluster31064	Cluster624167	Cluster785061	Cluster503203	Cluster105406	Cluster666208	Cluster152677	Cluster1147021	Cluster1008496	Cluster14214	Cluster1322	Cluster568976	Cluster425852	Cluster868323	Cluster791843	Cluster459209	Cluster681238	Cluster207337	Cluster556571	Cluster572304	Cluster27114	Cluster489533	Cluster638055	Cluster576774	Cluster135872	Cluster712475	Cluster866260	Cluster691418	Cluster498621	Cluster1271122	Cluster1082093	Cluster207055	Cluster334862	Cluster1236621	Cluster99619	Cluster337634	Cluster871445	Cluster1013330	Cluster1146858	Cluster964340	Cluster1197464	Cluster1132009	Cluster676878	Cluster120067	Cluster1189880	Cluster483478	Cluster636975	Cluster762239	Cluster736211	Cluster248444	Cluster1240167	Cluster881515	Cluster94273	Cluster1270869	Cluster91278	Cluster116476	Cluster1219593	Cluster283806	Cluster914355	Cluster469416	Cluster517616	Cluster822358	Cluster987637	Cluster1021117	Cluster1123272	Cluster821020	Cluster16393	Cluster1160549	Cluster865514	Cluster185291	Cluster1160615	Cluster554412	Cluster324551	Cluster1195331	Cluster1081103	Cluster403990	Cluster1230530	Cluster722821	Cluster300625	Cluster1078541	Cluster635994	Cluster360587	Cluster946217	Cluster119182	Cluster991103	Cluster694201	Cluster346275	Cluster1088994	Cluster53598	Cluster677759	Cluster140027	Cluster12010	Cluster1005727	Cluster297807	Cluster446078	Cluster894190	Cluster162246	Cluster636161	Cluster772405	Cluster31249	Cluster209766	Cluster495091	Cluster1263929	Cluster169255	Cluster975205	Cluster1043256	Cluster768145	Cluster47848	Cluster1191583	Cluster933936	Cluster248703	Cluster255415	Cluster317158	Cluster1183591	Cluster515604	Cluster577635	Cluster638434	Cluster1090979	Cluster829257	Cluster628263	Cluster771823	Cluster1112567	Cluster170607	Cluster271497	Cluster1154095	Cluster820673	Cluster1271357	Cluster368371	Cluster160348	Cluster914193	Cluster190091	Cluster749478	Cluster870147	Cluster190691	Cluster852624	Cluster153235	Cluster214234	Cluster917500	Cluster652901	Cluster1069126	Cluster333952	Cluster878417	Cluster263522	Cluster273565	Cluster692089	Cluster866530	Cluster405735	Cluster456076	Cluster229758	Cluster638387	Cluster550517	Cluster1193714	Cluster1265861	Cluster794414	Cluster453676	Cluster353313	Cluster1117056	Cluster398629	Cluster1255107	Cluster901613	Cluster1191049	Cluster860397	Cluster236078	Cluster529116	Cluster422387	Cluster860327	Cluster374617	Cluster1043055	Cluster679678	Cluster429497	Cluster549198	Cluster193702	Cluster1094626	Cluster877719	Cluster147938	Cluster268911	Cluster916303	Cluster1231008	Cluster1000695	Cluster888320	Cluster169455	Cluster90253	Cluster995806	Cluster933654	Cluster866010	Cluster279779	Cluster14910	Cluster292683	Cluster482725	Cluster1152240	Cluster888658	Cluster1168817	Cluster133170	Cluster436377	Cluster1056676	Cluster508336	Cluster64231	Cluster1039166	Cluster577283	Cluster1100534	Cluster265830	Cluster1116607	Cluster69978	Cluster631682	Cluster1060364	Cluster860451	Cluster1048898	Cluster347377	Cluster346941	Cluster665300	Cluster664421	Cluster1207645	Cluster554946	Cluster1228370	Cluster987484	Cluster338756	Cluster583017	Cluster899998	Cluster562057	Cluster265951	Cluster898228	Cluster534081	Cluster378570	Cluster727635	Cluster772602	Cluster363044	Cluster726828	Cluster477968	Cluster1035399	Cluster433998	Cluster563424	Cluster253813	Cluster1244964	Cluster120982	Cluster922235	Cluster1186984	Cluster752397	Cluster316161	Cluster319598	Cluster831241	Cluster571783	Cluster4912	Cluster413866	Cluster633345	Cluster809515	Cluster954211	Cluster487820	Cluster334816	Cluster1050105	Cluster675458	Cluster159898	Cluster251116	Cluster993654	Cluster241981	Cluster1218901	Cluster691869	Cluster351266	Cluster556802	Cluster554866	Cluster724647	Cluster800586	Cluster689312	Cluster497237	Cluster1052098	Cluster1061449	Cluster990859	Cluster22396	Cluster125385	Cluster187692	Cluster17525	Cluster409890	Cluster796690	Cluster896917	Cluster62619	Cluster352812	Cluster1186330	Cluster304037	Cluster1142338	Cluster415758	Cluster1102602	Cluster366435	Cluster204595	Cluster946116	Cluster89670	Cluster723910	Cluster588978	Cluster927147	Cluster1049504	Cluster873954	Cluster381399	Cluster792385	Cluster1234815	Cluster794054	Cluster295434	Cluster697682	Cluster1208316	Cluster611029	Cluster1131092	Cluster1151701	Cluster1262671	Cluster729683	Cluster493546	Cluster1185877	Cluster492428	Cluster909388	Cluster705838	Cluster647734	Cluster312482	Cluster953387	Cluster162949	Cluster130962	Cluster458789	Cluster267482	Cluster726965	Cluster482720	Cluster637214	Cluster963571	Cluster825580	Cluster415884	Cluster566369	Cluster442017	Cluster932946	Cluster422097	Cluster970338	Cluster742617	Cluster570069	Cluster173349	Cluster258891	Cluster1029483	Cluster469343	Cluster1058962	Cluster991817	Cluster1248675	Cluster885812	Cluster34774	Cluster449585	Cluster31032	Cluster18504	Cluster150586	Cluster323177	Cluster248717	Cluster1146018	Cluster310116	Cluster666290	Cluster499788	Cluster494988	Cluster672614	Cluster632551	Cluster8809	Cluster785398	Cluster317753	Cluster1061206	Cluster1023008	Cluster552615	Cluster774173	Cluster121853	Cluster437190	Cluster333413	Cluster981128	Cluster449561	Cluster593252	Cluster260416	Cluster747303	Cluster827888	Cluster248028	Cluster71294	Cluster426006	Cluster349803	Cluster21266	Cluster1031263	Cluster578179	Cluster186025	Cluster1183739	Cluster454109	Cluster356106	Cluster1252116	Cluster872255	Cluster672922	Cluster679682	Cluster371115	Cluster781271	Cluster1056477	Cluster1204923	Cluster955298	Cluster900613	Cluster538054	Cluster957820	Cluster170040	Cluster982015	Cluster852926	Cluster571895	Cluster442199	Cluster264378	Cluster893773	Cluster188440	Cluster832392	Cluster506593	Cluster1147433	Cluster89960	Cluster461077	Cluster604765	Cluster434789	Cluster269137	Cluster435585	Cluster261438	Cluster89973	Cluster657934	Cluster63348	Cluster675258	Cluster271383	Cluster411007	Cluster1142276	Cluster1167540	Cluster185105	Cluster900429	Cluster201249	Cluster141583	Cluster832583	Cluster1115775	Cluster824686	Cluster465625	Cluster91180	Cluster7237	Cluster511143	Cluster705892	Cluster292170	Cluster512825	Cluster1205684	Cluster742933	Cluster841938	Cluster418851	Cluster96099	Cluster366410	Cluster231396	Cluster356886	Cluster830824	Cluster796384	Cluster10088	Cluster1027613	Cluster571733	Cluster808723	Cluster795289	Cluster1048454	Cluster317705	Cluster251185	Cluster554908	Cluster693469	Cluster118582	Cluster641821	Cluster761967	Cluster285830	Cluster241830	Cluster349816	Cluster599965	Cluster1240745	Cluster1263180	Cluster421090	Cluster988192	Cluster216019	Cluster273441	Cluster23986	Cluster451245	Cluster1118816	Cluster970873	Cluster27587	Cluster1212246	Cluster181628	Cluster582971	Cluster742248	Cluster337993	Cluster661093	Cluster1183836	Cluster487185	Cluster759071	Cluster96058	Cluster956910	Cluster680112	Cluster1251081	Cluster1203301	Cluster4679	Cluster999788	Cluster548513	Cluster571817	Cluster1266544	Cluster181769	Cluster802315	Cluster816928	Cluster211057	Cluster662085	Cluster1070534	Cluster1053011	Cluster1036793	Cluster536718	Cluster355637	Cluster264960	Cluster680855	Cluster1245723	Cluster136141	Cluster144694	Cluster350354	Cluster254474	Cluster209030	Cluster152102	Cluster443297	Cluster354297	Cluster1122591	Cluster866003	Cluster566878	Cluster293462	Cluster577366	Cluster161999	Cluster331968	Cluster957758	Cluster238661	Cluster28078	Cluster970757	Cluster779302	Cluster636211	Cluster348215	Cluster193554	Cluster982016	Cluster551260	Cluster1021478	Cluster608280	Cluster1044930	Cluster953151	Cluster695513	Cluster555842	Cluster589774	Cluster2299	Cluster532117	Cluster896261	Cluster932857	Cluster21179	Cluster466340	Cluster184927	Cluster735571	Cluster752894	Cluster238319	Cluster519998	Cluster496967	Cluster957273	Cluster428661	Cluster331302	Cluster99345	Cluster616735	Cluster566789	Cluster1087215	Cluster648953	Cluster893883	Cluster467158	Cluster313551	Cluster38325	Cluster230144	Cluster892866	Cluster635383	Cluster932052	Cluster692029	Cluster1051566	Cluster784842	Cluster999596	Cluster1262791	Cluster98422	Cluster238466	Cluster195495	Cluster860679	Cluster575858	Cluster95070	Cluster254331	Cluster557380	Cluster509775	Cluster193759	Cluster635168	Cluster574237	Cluster458565	Cluster154420	Cluster826739	Cluster1222922	Cluster515093	Cluster184893	Cluster507669	Cluster255441
BB01	BB	1	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB02	BB	1	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB03	BB	1	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB04	BB	1	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	263	0	0	8945	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	1	0	124	0	0	0	0	98	5	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	874	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	373	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	7	0	9	0
BB05	BB	1	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3623	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	3530	0	0	0	0	0	0	0	0	59	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7548	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
